Call,Response,Count,KB,Details
can you make a restaurant reservation at resto_bangkok_cheap_vietnamese_5stars,great let me do the reservation,93,<KB> resto_bangkok_cheap_vietnamese_5stars, <R_cuisine> vietnamese <R_address> resto_bangkok_cheap_vietnamese_5stars_address <R_location> bangkok <R_number> two <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,94,,
can you make a restaurant reservation at resto_hanoi_moderate_thai_5stars,great let me do the reservation,94,<KB> resto_hanoi_moderate_thai_5stars, <R_cuisine> thai <R_address> resto_hanoi_moderate_thai_5stars_address <R_location> hanoi <R_number> six <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,95,,
can you make a restaurant reservation at resto_hanoi_cheap_korean_2stars,great let me do the reservation,95,<KB> resto_hanoi_cheap_korean_2stars, <R_cuisine> korean <R_address> resto_hanoi_cheap_korean_2stars_address <R_location> hanoi <R_number> six <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,96,,
can you book a table at resto_bangkok_cheap_korean_4stars,great let me do the reservation,96,<KB> resto_bangkok_cheap_korean_4stars, <R_cuisine> korean <R_address> resto_bangkok_cheap_korean_4stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,97,,
may i have a table at resto_beijing_cheap_korean_8stars,great let me do the reservation,97,<KB> resto_beijing_cheap_korean_8stars, <R_cuisine> korean <R_address> resto_beijing_cheap_korean_8stars_address <R_location> beijing <R_number> two <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,98,,
can you book a table at resto_tokyo_moderate_cantonese_8stars,great let me do the reservation,98,<KB> resto_tokyo_moderate_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_tokyo_moderate_cantonese_8stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 8 
hello,hello what can i help you with today,99,,
can you book a table at resto_seoul_cheap_thai_1stars,great let me do the reservation,99,<KB> resto_seoul_cheap_thai_1stars, <R_cuisine> thai <R_address> resto_seoul_cheap_thai_1stars_address <R_location> seoul <R_number> eight <R_price> cheap <R_rating> 1 
hello,hello what can i help you with today,100,,
can you book a table at resto_bangkok_cheap_vietnamese_5stars,great let me do the reservation,100,<KB> resto_bangkok_cheap_vietnamese_5stars, <R_cuisine> vietnamese <R_address> resto_bangkok_cheap_vietnamese_5stars_address <R_location> bangkok <R_number> two <R_price> cheap <R_rating> 5 
good morning,hello what can i help you with today,101,,
can you book a table at resto_bangkok_cheap_vietnamese_1stars,great let me do the reservation,101,<KB> resto_bangkok_cheap_vietnamese_1stars, <R_cuisine> vietnamese <R_address> resto_bangkok_cheap_vietnamese_1stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,102,,
can you make a restaurant reservation at resto_beijing_moderate_japanese_6stars,great let me do the reservation,102,<KB> resto_beijing_moderate_japanese_6stars, <R_cuisine> japanese <R_address> resto_beijing_moderate_japanese_6stars_address <R_location> beijing <R_number> eight <R_price> moderate <R_rating> 6 
good morning,hello what can i help you with today,103,,
can you make a restaurant reservation at resto_beijing_moderate_korean_6stars,great let me do the reservation,103,<KB> resto_beijing_moderate_korean_6stars, <R_cuisine> korean <R_address> resto_beijing_moderate_korean_6stars_address <R_location> beijing <R_number> six <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,104,,
can you book a table at resto_hanoi_moderate_thai_5stars,great let me do the reservation,104,<KB> resto_hanoi_moderate_thai_5stars, <R_cuisine> thai <R_address> resto_hanoi_moderate_thai_5stars_address <R_location> hanoi <R_number> six <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,105,,
can you book a table at resto_beijing_moderate_vietnamese_2stars,great let me do the reservation,105,<KB> resto_beijing_moderate_vietnamese_2stars, <R_cuisine> vietnamese <R_address> resto_beijing_moderate_vietnamese_2stars_address <R_location> beijing <R_number> six <R_price> moderate <R_rating> 2 
good morning,hello what can i help you with today,106,,
can you book a table at resto_bangkok_moderate_vietnamese_4stars,great let me do the reservation,106,<KB> resto_bangkok_moderate_vietnamese_4stars, <R_cuisine> vietnamese <R_address> resto_bangkok_moderate_vietnamese_4stars_address <R_location> bangkok <R_number> four <R_price> moderate <R_rating> 4 
hi,hello what can i help you with today,107,,
may i have a table at resto_beijing_moderate_thai_4stars,great let me do the reservation,107,<KB> resto_beijing_moderate_thai_4stars, <R_cuisine> thai <R_address> resto_beijing_moderate_thai_4stars_address <R_location> beijing <R_number> four <R_price> moderate <R_rating> 4 
hello,hello what can i help you with today,108,,
can you book a table at resto_beijing_moderate_korean_6stars,great let me do the reservation,108,<KB> resto_beijing_moderate_korean_6stars, <R_cuisine> korean <R_address> resto_beijing_moderate_korean_6stars_address <R_location> beijing <R_number> six <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,109,,
can you book a table at resto_tokyo_moderate_vietnamese_6stars,great let me do the reservation,109,<KB> resto_tokyo_moderate_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_tokyo_moderate_vietnamese_6stars_address <R_location> tokyo <R_number> eight <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,110,,
i'd like to book a table at resto_beijing_expensive_thai_6stars,great let me do the reservation,110,<KB> resto_beijing_expensive_thai_6stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_6stars_address <R_location> beijing <R_number> two <R_price> expensive <R_rating> 6 
hello,hello what can i help you with today,111,,
i'd like to book a table at resto_tokyo_expensive_cantonese_1stars,great let me do the reservation,111,<KB> resto_tokyo_expensive_cantonese_1stars, <R_cuisine> cantonese <R_address> resto_tokyo_expensive_cantonese_1stars_address <R_location> tokyo <R_number> two <R_price> expensive <R_rating> 1 
good morning,hello what can i help you with today,112,,
can you make a restaurant reservation at resto_tokyo_expensive_cantonese_1stars,great let me do the reservation,112,<KB> resto_tokyo_expensive_cantonese_1stars, <R_cuisine> cantonese <R_address> resto_tokyo_expensive_cantonese_1stars_address <R_location> tokyo <R_number> two <R_price> expensive <R_rating> 1 
hi,hello what can i help you with today,113,,
i'd like to book a table at resto_tokyo_cheap_thai_3stars,great let me do the reservation,113,<KB> resto_tokyo_cheap_thai_3stars, <R_cuisine> thai <R_address> resto_tokyo_cheap_thai_3stars_address <R_location> tokyo <R_number> two <R_price> cheap <R_rating> 3 
good morning,hello what can i help you with today,114,,
can you make a restaurant reservation at resto_hanoi_cheap_vietnamese_3stars,great let me do the reservation,114,<KB> resto_hanoi_cheap_vietnamese_3stars, <R_cuisine> vietnamese <R_address> resto_hanoi_cheap_vietnamese_3stars_address <R_location> hanoi <R_number> eight <R_price> cheap <R_rating> 3 
good morning,hello what can i help you with today,115,,
can you book a table at resto_seoul_expensive_vietnamese_8stars,great let me do the reservation,115,<KB> resto_seoul_expensive_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_seoul_expensive_vietnamese_8stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 8 
good morning,hello what can i help you with today,116,,
can you book a table at resto_tokyo_moderate_japanese_8stars,great let me do the reservation,116,<KB> resto_tokyo_moderate_japanese_8stars, <R_cuisine> japanese <R_address> resto_tokyo_moderate_japanese_8stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,117,,
may i have a table at resto_hanoi_cheap_vietnamese_3stars,great let me do the reservation,117,<KB> resto_hanoi_cheap_vietnamese_3stars, <R_cuisine> vietnamese <R_address> resto_hanoi_cheap_vietnamese_3stars_address <R_location> hanoi <R_number> eight <R_price> cheap <R_rating> 3 
hello,hello what can i help you with today,118,,
can you make a restaurant reservation at resto_hanoi_expensive_thai_8stars,great let me do the reservation,118,<KB> resto_hanoi_expensive_thai_8stars, <R_cuisine> thai <R_address> resto_hanoi_expensive_thai_8stars_address <R_location> hanoi <R_number> four <R_price> expensive <R_rating> 8 
hello,hello what can i help you with today,119,,
can you book a table at resto_beijing_expensive_vietnamese_2stars,great let me do the reservation,119,<KB> resto_beijing_expensive_vietnamese_2stars, <R_cuisine> vietnamese <R_address> resto_beijing_expensive_vietnamese_2stars_address <R_location> beijing <R_number> six <R_price> expensive <R_rating> 2 
good morning,hello what can i help you with today,120,,
can you book a table at resto_beijing_cheap_vietnamese_6stars,great let me do the reservation,120,<KB> resto_beijing_cheap_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_beijing_cheap_vietnamese_6stars_address <R_location> beijing <R_number> eight <R_price> cheap <R_rating> 6 
good morning,hello what can i help you with today,121,,
i'd like to book a table at resto_seoul_moderate_japanese_8stars,great let me do the reservation,121,<KB> resto_seoul_moderate_japanese_8stars, <R_cuisine> japanese <R_address> resto_seoul_moderate_japanese_8stars_address <R_location> seoul <R_number> two <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,122,,
can you make a restaurant reservation at resto_tokyo_cheap_cantonese_8stars,great let me do the reservation,122,<KB> resto_tokyo_cheap_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_tokyo_cheap_cantonese_8stars_address <R_location> tokyo <R_number> four <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,123,,
can you book a table at resto_bangkok_cheap_japanese_1stars,great let me do the reservation,123,<KB> resto_bangkok_cheap_japanese_1stars, <R_cuisine> japanese <R_address> resto_bangkok_cheap_japanese_1stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 1 
hi,hello what can i help you with today,124,,
can you make a restaurant reservation at resto_beijing_moderate_cantonese_3stars,great let me do the reservation,124,<KB> resto_beijing_moderate_cantonese_3stars, <R_cuisine> cantonese <R_address> resto_beijing_moderate_cantonese_3stars_address <R_location> beijing <R_number> six <R_price> moderate <R_rating> 3 
good morning,hello what can i help you with today,125,,
may i have a table at resto_bangkok_moderate_japanese_4stars,great let me do the reservation,125,<KB> resto_bangkok_moderate_japanese_4stars, <R_cuisine> japanese <R_address> resto_bangkok_moderate_japanese_4stars_address <R_location> bangkok <R_number> two <R_price> moderate <R_rating> 4 
hello,hello what can i help you with today,126,,
can you make a restaurant reservation at resto_beijing_moderate_thai_6stars,great let me do the reservation,126,<KB> resto_beijing_moderate_thai_6stars, <R_cuisine> thai <R_address> resto_beijing_moderate_thai_6stars_address <R_location> beijing <R_number> two <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,127,,
can you make a restaurant reservation at resto_beijing_expensive_thai_5stars,great let me do the reservation,127,<KB> resto_beijing_expensive_thai_5stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_5stars_address <R_location> beijing <R_number> four <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,128,,
can you make a restaurant reservation at resto_hanoi_moderate_korean_6stars,great let me do the reservation,128,<KB> resto_hanoi_moderate_korean_6stars, <R_cuisine> korean <R_address> resto_hanoi_moderate_korean_6stars_address <R_location> hanoi <R_number> eight <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,129,,
may i have a table at resto_hanoi_expensive_cantonese_1stars,great let me do the reservation,129,<KB> resto_hanoi_expensive_cantonese_1stars, <R_cuisine> cantonese <R_address> resto_hanoi_expensive_cantonese_1stars_address <R_location> hanoi <R_number> six <R_price> expensive <R_rating> 1 
hello,hello what can i help you with today,130,,
i'd like to book a table at resto_beijing_cheap_vietnamese_6stars,great let me do the reservation,130,<KB> resto_beijing_cheap_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_beijing_cheap_vietnamese_6stars_address <R_location> beijing <R_number> eight <R_price> cheap <R_rating> 6 
hi,hello what can i help you with today,131,,
can you book a table at resto_seoul_expensive_korean_5stars,great let me do the reservation,131,<KB> resto_seoul_expensive_korean_5stars, <R_cuisine> korean <R_address> resto_seoul_expensive_korean_5stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,132,,
may i have a table at resto_seoul_moderate_vietnamese_5stars,great let me do the reservation,132,<KB> resto_seoul_moderate_vietnamese_5stars, <R_cuisine> vietnamese <R_address> resto_seoul_moderate_vietnamese_5stars_address <R_location> seoul <R_number> four <R_price> moderate <R_rating> 5 
hi,hello what can i help you with today,133,,
can you make a restaurant reservation at resto_beijing_expensive_thai_1stars,great let me do the reservation,133,<KB> resto_beijing_expensive_thai_1stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_1stars_address <R_location> beijing <R_number> two <R_price> expensive <R_rating> 1 
