Call,Response,KB,Count
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_moderate_british_6stars resto_london_moderate_british_8stars ,24
 <SILENCE>,what do you think of this option: resto_london_moderate_british_4stars,<KB> resto_london_moderate_british_6stars resto_london_moderate_british_8stars ,24
 that looks great,great let me do the reservation,<KB> resto_london_moderate_british_6stars resto_london_moderate_british_8stars ,24
 hi,hello what can i help you with today,,25
 can you book a table in a moderate price range with indian cuisine,i'm on it,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 <SILENCE>,where should it be,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 in madrid,how many people would be in your party,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 for six please,ok let me look into some options for you,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_7stars,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_5stars,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_2stars,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 let's do it,great let me do the reservation,<KB> resto_madrid_moderate_indian_5stars resto_madrid_moderate_indian_7stars ,25
 hello,hello what can i help you with today,,26
 i'd like to book a table in a expensive price range with italian cuisine,i'm on it,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 <SILENCE>,where should it be,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 in madrid,how many people would be in your party,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 we will be two,ok let me look into some options for you,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 <SILENCE>,what do you think of this option: resto_madrid_expensive_italian_7stars,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 <SILENCE>,what do you think of this option: resto_madrid_expensive_italian_4stars,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 <SILENCE>,what do you think of this option: resto_madrid_expensive_italian_2stars,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 that looks great,great let me do the reservation,<KB> resto_madrid_expensive_italian_4stars resto_madrid_expensive_italian_7stars ,26
 good morning,hello what can i help you with today,,27
 can you make a restaurant reservation in london for six with italian food in a cheap price range,i'm on it,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_5stars ,27
 <SILENCE>,ok let me look into some options for you,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_5stars ,27
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_5stars,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_5stars ,27
 i love that,great let me do the reservation,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_5stars ,27
 hi,hello what can i help you with today,,28
 may i have a table for six,i'm on it,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 with indian food,where should it be,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 in rome,which price range are looking for,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_7stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_5stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_3stars,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 it's perfect,great let me do the reservation,<KB> resto_rome_moderate_indian_1stars resto_rome_moderate_indian_7stars ,28
 hello,hello what can i help you with today,,29
 may i have a table in a moderate price range for six,i'm on it,<KB> resto_paris_moderate_french_5stars resto_paris_moderate_french_6stars ,29
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_french_5stars resto_paris_moderate_french_6stars ,29
 i love french food,where should it be,<KB> resto_paris_moderate_french_5stars resto_paris_moderate_french_6stars ,29
 in paris,ok let me look into some options for you,<KB> resto_paris_moderate_french_5stars resto_paris_moderate_french_6stars ,29
 <SILENCE>,what do you think of this option: resto_paris_moderate_french_6stars,<KB> resto_paris_moderate_french_5stars resto_paris_moderate_french_6stars ,29
 i love that,great let me do the reservation,<KB> resto_paris_moderate_french_5stars resto_paris_moderate_french_6stars ,29
 hello,hello what can i help you with today,,30
 can you make a restaurant reservation for two in a cheap price range in london with italian cuisine,i'm on it,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 <SILENCE>,ok let me look into some options for you,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_8stars,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_6stars,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_4stars,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 let's do it,great let me do the reservation,<KB> resto_london_cheap_italian_6stars resto_london_cheap_italian_8stars ,30
 hello,hello what can i help you with today,,31
 may i have a table in a cheap price range for eight people,i'm on it,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 with french food,where should it be,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 in rome,ok let me look into some options for you,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_6stars,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 do you have something else,sure let me find an other option for you,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_4stars,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_3stars,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 let's do it,great let me do the reservation,<KB> resto_rome_cheap_french_4stars resto_rome_cheap_french_6stars ,31
 hi,hello what can i help you with today,,32
 can you book a table in a moderate price range for two people with spanish cuisine in paris,i'm on it,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_8stars,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_5stars,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_4stars,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_3stars,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 i love that,great let me do the reservation,<KB> resto_paris_moderate_spanish_4stars resto_paris_moderate_spanish_5stars ,32
 good morning,hello what can i help you with today,,33
 can you book a table in a cheap price range with british cuisine,i'm on it,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 <SILENCE>,where should it be,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 london please,how many people would be in your party,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 we will be six,ok let me look into some options for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 <SILENCE>,what do you think of this option: resto_london_cheap_british_6stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 do you have something else,sure let me find an other option for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 <SILENCE>,what do you think of this option: resto_london_cheap_british_3stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
 <SILENCE>,what do you think of this option: resto_london_cheap_british_1stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,33
