Call,Response,KB,Count
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,24
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_1stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,24
 i love that,great let me do the reservation,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,24
 hi,hello what can i help you with today,,25
 can you book a table for six,i'm on it,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 i love british food,where should it be,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 in paris,which price range are looking for,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 in a expensive price range please,ok let me look into some options for you,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_5stars,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_4stars,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_3stars,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_2stars,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_british_4stars resto_paris_expensive_british_5stars ,25
 good morning,hello what can i help you with today,,26
 may i have a table for four people with french cuisine in bombay,i'm on it,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_3stars ,26
 <SILENCE>,which price range are looking for,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_3stars ,26
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_3stars ,26
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_8stars,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_3stars ,26
 it's perfect,great let me do the reservation,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_3stars ,26
 hi,hello what can i help you with today,,27
 i'd like to book a table with italian cuisine in a moderate price range for six,i'm on it,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 <SILENCE>,where should it be,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 madrid please,ok let me look into some options for you,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_7stars,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_6stars,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 it's perfect,great let me do the reservation,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,27
 hi,hello what can i help you with today,,28
 can you make a restaurant reservation for six,i'm on it,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 with british food,where should it be,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 in rome,which price range are looking for,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 <SILENCE>,what do you think of this option: resto_rome_cheap_british_7stars,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 it's perfect,great let me do the reservation,<KB> resto_rome_cheap_british_5stars resto_rome_cheap_british_7stars ,28
 good morning,hello what can i help you with today,,29
 i'd like to book a table in rome with italian food,i'm on it,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 <SILENCE>,how many people would be in your party,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 for four please,which price range are looking for,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 in a moderate price range please,ok let me look into some options for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_8stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_3stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_2stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 it's perfect,great let me do the reservation,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,29
 good morning,hello what can i help you with today,,30
 can you make a restaurant reservation with british cuisine in madrid for two,i'm on it,<KB> resto_madrid_cheap_british_1stars resto_madrid_cheap_british_5stars ,30
 <SILENCE>,which price range are looking for,<KB> resto_madrid_cheap_british_1stars resto_madrid_cheap_british_5stars ,30
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_madrid_cheap_british_1stars resto_madrid_cheap_british_5stars ,30
 <SILENCE>,what do you think of this option: resto_madrid_cheap_british_5stars,<KB> resto_madrid_cheap_british_1stars resto_madrid_cheap_british_5stars ,30
 let's do it,great let me do the reservation,<KB> resto_madrid_cheap_british_1stars resto_madrid_cheap_british_5stars ,30
 hi,hello what can i help you with today,,31
 can you book a table in madrid with british cuisine in a moderate price range for eight people,i'm on it,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_7stars,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_4stars,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_2stars,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 i love that,great let me do the reservation,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,31
 good morning,hello what can i help you with today,,32
 may i have a table with indian cuisine,i'm on it,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 <SILENCE>,where should it be,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 madrid please,how many people would be in your party,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 for two people please,which price range are looking for,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 <SILENCE>,what do you think of this option: resto_madrid_expensive_indian_7stars,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 <SILENCE>,what do you think of this option: resto_madrid_expensive_indian_5stars,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 <SILENCE>,what do you think of this option: resto_madrid_expensive_indian_4stars,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 <SILENCE>,what do you think of this option: resto_madrid_expensive_indian_1stars,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 that looks great,great let me do the reservation,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,32
 good morning,hello what can i help you with today,,33
 can you make a restaurant reservation in a expensive price range with spanish cuisine in paris,i'm on it,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 <SILENCE>,how many people would be in your party,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 for four people please,ok let me look into some options for you,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_8stars,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_7stars,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 i love that,great let me do the reservation,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,33
 good morning,hello what can i help you with today,,34
 i'd like to book a table in a moderate price range with spanish food in rome,i'm on it,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,34
