,source_text,target_text,pred_text
1160,<context> <user> may i have a table in london with spanish cuisine for four people <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
1161,<context> <user> may i have a table in london with spanish cuisine for four people <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
1162,<context> <user> may i have a table in london with spanish cuisine for four people <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london four moderate,api_call spanish london four moderate
1163,<query> can you make a restaurant reservation,i'm on it,i'm on it
1164,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
1165,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with french cuisine,where should it be,where should it be
1166,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <query> in bombay,how many people would be in your party,how many people would be in your party
1167,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> in bombay <system> how many people would be in your party <query> for eight people please,which price range are looking for,which price range are looking for
1168,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> in bombay <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
1169,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> in bombay <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay eight moderate,api_call french bombay eight moderate
