,source_text,target_text,pred_text
161,<context> <user> can you book a table with vietnamese food for four people <system> i'm on it <user> <SILENCE> <system> where should it be <query> in tokyo,which price range are looking for,which price range are looking for
162,<context> <user> can you book a table with vietnamese food for four people <system> i'm on it <user> <SILENCE> <system> where should it be <user> in tokyo <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
163,<context> <user> can you book a table with vietnamese food for four people <system> i'm on it <user> <SILENCE> <system> where should it be <user> in tokyo <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese tokyo four expensive,api_call vietnamese tokyo four expensive
164,<query> may i have a table in hanoi in a expensive price range with korean food,i'm on it,i'm on it
165,<context> <user> may i have a table in hanoi in a expensive price range with korean food <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
166,<context> <user> may i have a table in hanoi in a expensive price range with korean food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,ok let me look into some options for you,ok let me look into some options for you
167,<context> <user> may i have a table in hanoi in a expensive price range with korean food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi six expensive,api_call korean hanoi six expensive
168,<query> can you book a table in seoul,i'm on it,i'm on it
169,<context> <user> can you book a table in seoul <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
170,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,how many people would be in your party,how many people would be in your party
171,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
172,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
173,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul six expensive,api_call thai seoul six expensive
174,<query> may i have a table in a expensive price range for six in bangkok with cantonese food,i'm on it,i'm on it
175,<context> <user> may i have a table in a expensive price range for six in bangkok with cantonese food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
